"","action_taken","income","debt_income_ratio","age_above_62","ethnicity","race","sex","loan_amount","loan_type","loan_purpose","property_value","occupancy_type","conforming_loan_limit","preapproval","lien_status","has_co.applicant"
"6807","Loan approved",4.47733681447821,"43%-49%","Yes","Not Hispanic or Latino","White","Male",5.04342511691925,"Conventional","Cash-out",6.49978704065585,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6808","Loan approved",4.66343909411207,"36%-42%","No","Unknwon","Other","Unknown",5.81413053182507,"Conventional","Home purchase",5.87211778947542,"Principal residence","C","Preapproval requested","Secured by a first lien","No"
"6809","Loan approved",5.09375020080676,"30%-35%","No","Not Hispanic or Latino","Black or African American","Female",4.00733318523247,"Conventional","Cash-out",6.45362499889269,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","No"
"6810","Loan approved",5.8348107370626,"20%-29%","No","Not Hispanic or Latino","White","Male",6.85118492749374,"Conventional","Home purchase",6.90274273715859,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6811","Loan approved",4.74493212836325,"43%-49%","No","Not Hispanic or Latino","White","Male",6.35437004079735,"Conventional","Home purchase",6.58617165485467,"Principal residence","C","Preapproval requested","Secured by a first lien","Yes"
"6812","Loan approved",3.73766961828337,"50%-60%","Yes","Not Hispanic or Latino","Black or African American","Female",4.55387689160054,"FHA","Cash-out",6.35437004079735,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6813","Loan approved",4.02535169073515,"36%-42%","Yes","Not Hispanic or Latino","Black or African American","Female",4.97673374242057,"Conventional","Home purchase",5.10594547390058,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6814","Loan approved",4.59511985013459,"20%-29%","No","Not Hispanic or Latino","White","Male",5.57972982598622,"VA","Cash-out",5.89989735358249,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6815","Loan approved",4.87519732320115,"43%-49%","No","Not Hispanic or Latino","Black or African American","Male",6.42162226780652,"FHA","Home purchase",6.4377516497364,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6816","Loan approved",5.48063892334199,"36%-42%","No","Unknwon","Other","Male",6.66568371778241,"Conventional","Home purchase",6.88243747099785,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6817","Loan approved",4.75359019110636,"36%-42%","No","Unknwon","Other","Female",6.22455842927536,"Conventional","Home purchase",6.26339826259162,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6818","Loan approved",4.72738781871234,"36%-42%","Yes","Not Hispanic or Latino","Black or African American","Female",4.00733318523247,"Conventional","Cash-out",6.14203740558736,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","No"
"6819","Loan approved",4.77912349311153,"30%-35%","No","Not Hispanic or Latino","White","Female",5.68697535633982,"Conventional","Home purchase",5.72031177660741,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6820","Loan approved",4.92725368515721,"<20%","Yes","Unknwon","Other","Unknown",5.45958551414416,"Conventional","Cash-out",6.0282785202307,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6821","Loan approved",4.47733681447821,"43%-49%","No","Not Hispanic or Latino","Other","Unknown",5.72031177660741,"FHA","Cash-out",6.07534603108868,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6822","Loan approved",5.04985600724954,"43%-49%","No","Not Hispanic or Latino","Other","Male",6.18414889093748,"FHA","Home purchase",6.20455776256869,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6823","Loan approved",4.68213122712422,"43%-49%","Yes","Not Hispanic or Latino","Black or African American","Female",4.00733318523247,"Conventional","Cash-out",6.14203740558736,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","No"
"6824","Loan approved",4.18965474202643,"43%-49%","No","Not Hispanic or Latino","Black or African American","Female",5.57972982598622,"FHA","Cash-out",6.07534603108868,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6825","Loan approved",5.25749537202778,"30%-35%","No","Not Hispanic or Latino","Black or African American","Male",6.54391184556479,"Conventional","Home purchase",6.59987049921284,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6826","Loan approved",4.74493212836325,"36%-42%","No","Unknwon","Other","Unknown",6.31896811374643,"Conventional","Home purchase",6.55819780281227,"Principal residence","C","Preapproval requested","Secured by a first lien","No"
"6827","Loan approved",6.02586597382531,"30%-35%","No","Not Hispanic or Latino","Asian","Female",5.57972982598622,"Conventional","Home purchase",6.81892406527552,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6828","Loan approved",4.24849524204936,"50%-60%","No","Not Hispanic or Latino","Black or African American","Male",5.87211778947542,"FHA","Cash-out",6.07534603108868,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6829","Loan approved",4.77068462446567,"36%-42%","No","Not Hispanic or Latino","Black or African American","Female",6.20455776256869,"Conventional","Home purchase",6.24416690066374,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6830","Loan approved",6.00881318544259,"20%-29%","No","Not Hispanic or Latino","White","Male",6.67834211465433,"Conventional","Home purchase",6.78558764500793,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6831","Loan approved",5.29831736654804,"36%-42%","Yes","Not Hispanic or Latino","White","Male",6.69084227741856,"Conventional","Home purchase",7.22620901010067,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6832","Loan approved",4.91265488573605,"50%-60%","No","Unknwon","Other","Male",6.67834211465433,"VA","Cash-out",6.96129604591017,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6833","Loan approved",5.70711026474888,"20%-29%","No","Not Hispanic or Latino","White","Female",6.35437004079735,"Conventional","Refinancing",7.24064969425547,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6834","Loan approved",5.27811465923052,"30%-35%","No","Not Hispanic or Latino","Black or African American","Male",6.30078579466324,"VA","Cash-out",6.30078579466324,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6835","Loan approved",4.82028156560504,"<20%","No","Not Hispanic or Latino","White","Male",5.37063802812766,"Conventional","Home purchase",5.57972982598622,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6836","Loan approved",4.0943445622221,"43%-49%","No","Not Hispanic or Latino","Black or African American","Female",6.22455842927536,"Conventional","Cash-out",6.80793494369993,"Investment property","C","Preapproval not requested","Secured by a first lien","No"
"6837","Loan approved",4.7361984483945,"43%-49%","No","Not Hispanic or Latino","Black or African American","Female",5.87211778947542,"Conventional","Home purchase",6.14203740558736,"Investment property","C","Preapproval not requested","Secured by a first lien","No"
"6838","Loan approved",4.31748811353631,"20%-29%","Yes","Unknwon","Other","Unknown",5.10594547390058,"Conventional","Cash-out",5.84354441703136,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6839","Loan approved",5.2040066870768,"36%-42%","No","Unknwon","Other","Unknown",4.65396035015752,"Conventional","Cash-out",7.41155628781116,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","No"
"6840","Loan approved",4.66343909411207,"43%-49%","No","Not Hispanic or Latino","White","Female",5.61677109766657,"Conventional","Home purchase",5.65248918026865,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6841","Loan approved",4.55387689160054,"30%-35%","No","Not Hispanic or Latino","White","Female",5.50125821054473,"Conventional","Home purchase",5.57972982598622,"Principal residence","C","Preapproval requested","Secured by a first lien","No"
"6842","Loan approved",4.56434819146784,"43%-49%","No","Not Hispanic or Latino","Asian","Female",5.68697535633982,"Conventional","Home purchase",5.89989735358249,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6843","Loan approved",4.59511985013459,"36%-42%","Yes","Not Hispanic or Latino","Black or African American","Male",5.95324333428778,"VA","Cash-out",6.07534603108868,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6844","Loan approved",3.43398720448515,"43%-49%","Yes","Not Hispanic or Latino","Black or African American","Male",4.65396035015752,"FHA","Other purpose",6.20455776256869,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6845","Loan approved",5.4971682252932,"43%-49%","No","Unknwon","Other","Unknown",6.59987049921284,"Conventional","Home purchase",6.70318811324086,"Principal residence","C","Preapproval requested","Secured by a first lien","Yes"
"6846","Loan approved",4.24849524204936,"43%-49%","No","Not Hispanic or Latino","White","Unknown",5.50125821054473,"Conventional","Home purchase",5.78382518232974,"Principal residence","C","Preapproval requested","Secured by a first lien","No"
"6847","Loan approved",5.50938833662798,"30%-35%","No","Not Hispanic or Latino","Black or African American","Female",6.48463523563525,"Conventional","Other purpose",6.77422388635761,"Investment property","C","Preapproval not requested","Secured by a first lien","Yes"
"6848","Loan approved",5.03695260241363,"43%-49%","No","Not Hispanic or Latino","Asian","Female",6.58617165485467,"Conventional","Home purchase",6.71538338633468,"Principal residence","C","Preapproval requested","Secured by a first lien","No"
"6849","Loan approved",5.99396142730657,"20%-29%","No","Not Hispanic or Latino","White","Female",5.16478597392351,"Conventional","Cash-out",7.10249935577465,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","Yes"
"6850","Loan approved",4.21950770517611,"43%-49%","No","Not Hispanic or Latino","White","Female",5.89989735358249,"Conventional","Home purchase",6.14203740558736,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6851","Loan approved",5.52545293913178,"20%-29%","No","Unknwon","Other","Unknown",6.45362499889269,"Conventional","Home purchase",6.61338421837956,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6852","Loan approved",4.93447393313069,"<20%","No","Hispanic or Latino","White","Female",5.37063802812766,"Conventional","Home purchase",5.97888576490112,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6853","Loan approved",4.52178857704904,"36%-42%","No","Unknwon","Other","Unknown",5.68697535633982,"Conventional","Home purchase",5.72031177660741,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6854","Loan approved",4.60517018598809,"43%-49%","Yes","Not Hispanic or Latino","Black or African American","Female",5.75257263882563,"Conventional","Cash-out",6.52941883826223,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6855","Loan approved",4.38202663467388,"36%-42%","No","Not Hispanic or Latino","Other","Female",5.68697535633982,"Conventional","Home purchase",5.92692602597041,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6856","Loan approved",5.62040086571715,"20%-29%","No","Hispanic or Latino","Other","Male",6.52941883826223,"Conventional","Home purchase",6.81892406527552,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6857","Loan approved",4.48863636973214,"43%-49%","No","Not Hispanic or Latino","Other","Male",5.68697535633982,"Conventional","Home purchase",6.05208916892442,"Investment property","C","Preapproval not requested","Secured by a first lien","No"
"6858","Loan approved",5.57215403217776,"36%-42%","No","Hispanic or Latino","Other","Female",4.65396035015752,"Conventional","Cash-out",6.87212810133899,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","Yes"
"6859","Loan approved",4.31748811353631,"20%-29%","No","Not Hispanic or Latino","Black or African American","Female",5.37063802812766,"Conventional","Cash-out",5.72031177660741,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6860","Loan approved",5.06259503302697,"43%-49%","Yes","Unknwon","Other","Unknown",5.22035582507832,"Conventional","Other purpose",5.72031177660741,"Investment property","C","Preapproval not requested","Secured by a first lien","Yes"
"6861","Loan approved",4.72738781871234,"30%-35%","No","Not Hispanic or Latino","White","Male",6.20455776256869,"VA","Home purchase",6.33682573114644,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6862","Loan approved",4.7361984483945,"30%-35%","No","Hispanic or Latino","Other","Unknown",5.81413053182507,"Conventional","Home purchase",6.55819780281227,"Principal residence","C","Preapproval requested","Secured by a first lien","No"
"6863","Loan approved",5.21493575760899,"43%-49%","No","Unknwon","Other","Female",6.42162226780652,"Conventional","Home purchase",6.52941883826223,"Principal residence","C","Preapproval requested","Secured by a first lien","Yes"
"6864","Loan approved",2.89037175789616,"<20%","Yes","Not Hispanic or Latino","Black or African American","Male",6.66568371778241,"Conventional","Cash-out",7.18159194461187,"Investment property","C","Preapproval not requested","Secured by a first lien","No"
"6865","Loan approved",5.14166355650266,"30%-35%","No","Not Hispanic or Latino","White","Male",6.40522845803084,"Conventional","Home purchase",6.63987583382654,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6866","Loan approved",4.48863636973214,"43%-49%","Yes","Not Hispanic or Latino","Black or African American","Male",5.61677109766657,"Conventional","Home purchase",6.22455842927536,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6867","Loan approved",4.23410650459726,"50%-60%","Yes","Unknwon","Black or African American","Female",6.14203740558736,"VA","Cash-out",6.49978704065585,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6868","Loan approved",5.25227342804663,"36%-42%","No","Hispanic or Latino","White","Male",6.65286302935335,"Conventional","Home purchase",6.76272950693188,"Principal residence","C","Preapproval requested","Secured by a first lien","No"
"6869","Loan approved",4.30406509320417,"43%-49%","No","Not Hispanic or Latino","Black or African American","Male",3.80666248977032,"Conventional","Cash-out",6.51471269087253,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","No"
"6870","Loan approved",5.11799381241676,"30%-35%","No","Not Hispanic or Latino","White","Female",3.80666248977032,"Conventional","Cash-out",7.01660968389422,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","Yes"
"6871","Loan approved",4.35670882668959,"20%-29%","No","Unknwon","Other","Male",5.27299955856375,"Conventional","Home purchase",5.97888576490112,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6872","Loan approved",4.23410650459726,"30%-35%","No","Unknwon","Other","Unknown",5.61677109766657,"Conventional","Cash-out",6.0282785202307,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6873","Loan approved",4.30406509320417,"43%-49%","No","Not Hispanic or Latino","Black or African American","Male",5.81413053182507,"Conventional","Cash-out",6.71538338633468,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6874","Loan approved",4.33073334028633,"20%-29%","Yes","Not Hispanic or Latino","Black or African American","Male",6.14203740558736,"Conventional","Cash-out",6.71538338633468,"Investment property","C","Preapproval not requested","Secured by a first lien","No"
"6875","Loan approved",4.67282883446191,"43%-49%","No","Unknwon","Other","Unknown",6.26339826259162,"Conventional","Home purchase",6.31896811374643,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6876","Loan approved",4.48863636973214,"20%-29%","Yes","Not Hispanic or Latino","Black or African American","Male",5.37063802812766,"Conventional","Cash-out",6.26339826259162,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6877","Loan approved",4.90527477843843,"30%-35%","No","Unknwon","Other","Unknown",6.0282785202307,"Conventional","Other purpose",6.97073007814353,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6878","Loan approved",5.10594547390058,"<20%","No","Unknwon","Other","Unknown",4.8283137373023,"Conventional","Home improvement",6.92264389147589,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6879","Loan approved",4.66343909411207,"43%-49%","No","Not Hispanic or Latino","Black or African American","Female",5.78382518232974,"Conventional","Home purchase",5.84354441703136,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6880","Loan approved",4.95582705760126,"43%-49%","No","Not Hispanic or Latino","Other","Male",6.35437004079735,"VA","Home purchase",6.57228254269401,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6881","Loan approved",5.75890177387728,"30%-35%","No","Not Hispanic or Latino","White","Female",6.79682371827486,"Conventional","Home purchase",6.85118492749374,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6882","Loan denied",4.20469261939097,"50%-60%","No","Unknwon","Other","Unknown",5.89989735358249,"FHA","Cash-out",6.12029741895095,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6883","Loan denied",5.33271879326537,"<20%","No","Unknwon","Other","Unknown",5.57972982598622,"Conventional","Cash-out",6.12029741895095,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6884","Loan denied",4.34380542185368,"50%-60%","Yes","Not Hispanic or Latino","Black or African American","Female",5.75257263882563,"FHA","Cash-out",5.95324333428778,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6885","Loan denied",4.77068462446567,"43%-49%","No","Unknwon","Black or African American","Male",3.80666248977032,"Conventional","Cash-out",7.36201055125973,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","No"
"6886","Loan denied",0,"<20%","No","Not Hispanic or Latino","Black or African American","Female",5.04342511691925,"Conventional","Cash-out",5.87211778947542,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6887","Loan denied",4.53259949315326,"20%-29%","Yes","Not Hispanic or Latino","Black or African American","Female",5.78382518232974,"FHA","Cash-out",5.84354441703136,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6888","Loan denied",4.98360662170834,"30%-35%","Yes","Unknwon","Black or African American","Unknown",4.65396035015752,"Conventional","Cash-out",6.77422388635761,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","No"
"6889","Loan denied",4.94875989037817,"50%-60%","Yes","Not Hispanic or Latino","Black or African American","Female",5.57972982598622,"Conventional","Cash-out",5.95324333428778,"Investment property","C","Preapproval not requested","Secured by a first lien","No"
"6890","Loan denied",4.48863636973214,">60%","No","Unknwon","Other","Unknown",5.32300997913841,"Conventional","Cash-out",6.12029741895095,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6891","Loan denied",0,"<20%","No","Not Hispanic or Latino","Black or African American","Male",6.33682573114644,"Conventional","Refinancing",6.62671774924902,"Investment property","C","Preapproval not requested","Secured by a first lien","No"
"6892","Loan denied",4.61512051684126,"43%-49%","No","Not Hispanic or Latino","Black or African American","Female",6.07534603108868,"Conventional","Cash-out",6.58617165485467,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6893","Loan denied",4.11087386417331,"36%-42%","Yes","Not Hispanic or Latino","Black or African American","Female",3.80666248977032,"Conventional","Cash-out",6.07534603108868,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","No"
"6894","Loan denied",4.72738781871234,"43%-49%","No","Not Hispanic or Latino","Black or African American","Female",5.78382518232974,"FHA","Cash-out",6.0282785202307,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6895","Loan denied",5.43372200355424,"36%-42%","Yes","Not Hispanic or Latino","Black or African American","Female",5.45958551414416,"Conventional","Cash-out",5.84354441703136,"Investment property","C","Preapproval not requested","Secured by a first lien","No"
"6896","Loan denied",5.31320597904179,"50%-60%","No","Unknwon","Other","Unknown",5.65248918026865,"Conventional","Home purchase",5.72031177660741,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6897","Loan denied",4.75359019110636,"43%-49%","Yes","Not Hispanic or Latino","Black or African American","Female",3.80666248977032,"Conventional","Cash-out",6.62671774924902,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","Yes"
"6898","Loan denied",5.22035582507832,"20%-29%","No","Not Hispanic or Latino","Asian","Male",5.92692602597041,"Conventional","Home purchase",5.97888576490112,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6899","Loan denied",5.06890420222023,"20%-29%","No","Unknwon","Other","Female",5.41610040220442,"FHA","Home improvement",6.78558764500793,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6900","Loan denied",5.08759633523238,">60%","No","Not Hispanic or Latino","Black or African American","Male",6.16331480403464,"VA","Cash-out",6.26339826259162,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6901","Loan denied",4.27666611901606,"43%-49%","Yes","Not Hispanic or Latino","Black or African American","Female",4.00733318523247,"Conventional","Cash-out",6.12029741895095,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","No"
"6902","Loan denied",5.28826703069454,"36%-42%","No","Unknwon","Other","Unknown",4.00733318523247,"Conventional","Cash-out",6.75110146893676,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","No"
"6903","Loan denied",4.38202663467388,"43%-49%","No","Unknwon","Other","Unknown",5.54126354515843,"Conventional","Refinancing",6.55819780281227,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6904","Loan denied",3.80666248977032,"43%-49%","Yes","Not Hispanic or Latino","Black or African American","Male",4.65396035015752,"Conventional","Home improvement",6.48463523563525,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6905","Loan denied",4.0943445622221,"43%-49%","Yes","Not Hispanic or Latino","Black or African American","Male",5.68697535633982,"FHA","Cash-out",6.45362499889269,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6906","Loan denied",3.3322045101752,"43%-49%","Yes","Not Hispanic or Latino","Black or African American","Female",4.65396035015752,"Conventional","Other purpose",6.51471269087253,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6907","Loan denied",3.55534806148941,"43%-49%","Yes","Not Hispanic or Latino","Black or African American","Male",3.80666248977032,"Conventional","Cash-out",7.69848278788095,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","No"
"6908","Loan denied",5.48479693349065,">60%","No","Not Hispanic or Latino","Asian","Unknown",6.96129604591017,"Conventional","Home purchase",7.31654817718298,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6909","Loan denied",5.19849703126583,"36%-42%","No","Unknwon","Other","Unknown",5.16478597392351,"Conventional","Home purchase",5.45958551414416,"Second residence","C","Preapproval not requested","Secured by a first lien","No"
"6910","Loan denied",5.65599181081985,"43%-49%","No","Not Hispanic or Latino","Black or African American","Male",6.51471269087253,"Conventional","Home purchase",7.13489085156588,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6911","Loan denied",3.29583686600433,"43%-49%","Yes","Not Hispanic or Latino","Black or African American","Female",4.74493212836325,"Conventional","Cash-out",6.40522845803084,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6912","Loan denied",5.23644196282995,"36%-42%","No","Not Hispanic or Latino","Black or African American","Male",6.07534603108868,"Conventional","Cash-out",6.59987049921284,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6913","Loan denied",4.9416424226093,"50%-60%","No","Hispanic or Latino","White","Male",6.59987049921284,"FHA","Cash-out",6.73933662735717,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6914","Loan denied",4.06044301054642,"50%-60%","No","Not Hispanic or Latino","Black or African American","Female",5.32300997913841,"FHA","Home purchase",5.95324333428778,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6915","Loan denied",3.49650756146648,"43%-49%","Yes","Not Hispanic or Latino","Black or African American","Female",5.04342511691925,"FHA","Cash-out",5.72031177660741,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6916","Loan denied",3.78418963391826,"43%-49%","No","Not Hispanic or Latino","Asian","Male",4.97673374242057,"Conventional","Home purchase",5.04342511691925,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6917","Loan denied",5.14749447681345,"50%-60%","Yes","Not Hispanic or Latino","Black or African American","Male",5.65248918026865,"FHA","Cash-out",6.16331480403464,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6918","Loan denied",4.98360662170834,"43%-49%","Yes","Not Hispanic or Latino","Black or African American","Male",6.66568371778241,"FHA","Cash-out",6.76272950693188,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6919","Loan denied",4.98360662170834,"43%-49%","No","Not Hispanic or Latino","Black or African American","Female",4.65396035015752,"Conventional","Cash-out",6.31896811374643,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","No"
"6920","Loan denied",4.62497281328427,"43%-49%","Yes","Unknwon","Other","Unknown",5.78382518232974,"FHA","Other purpose",6.00388706710654,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6921","Loan denied",4.85203026391962,"43%-49%","No","Not Hispanic or Latino","Black or African American","Female",5.81413053182507,"Conventional","Refinancing",6.14203740558736,"Investment property","C","Preapproval not requested","Secured by a first lien","No"
"6922","Loan denied",4.02535169073515,"36%-42%","Yes","Not Hispanic or Latino","Black or African American","Female",5.10594547390058,"Conventional","Home purchase",5.10594547390058,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6923","Loan denied",4.93447393313069,"43%-49%","Yes","Not Hispanic or Latino","Black or African American","Female",6.54391184556479,"Conventional","Refinancing",6.82979373751242,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6924","Loan denied",4.74493212836325,"20%-29%","No","Unknwon","Black or African American","Male",5.32300997913841,"FHA","Home improvement",6.0282785202307,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6925","Loan denied",3.3322045101752,">60%","No","Unknwon","Other","Unknown",6.09807428216624,"Conventional","Home purchase",6.45362499889269,"Investment property","C","Preapproval not requested","Secured by a first lien","No"
"6926","Loan denied",3.49650756146648,"43%-49%","Yes","Not Hispanic or Latino","Black or African American","Female",5.04342511691925,"FHA","Cash-out",5.72031177660741,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6927","Loan denied",4.63472898822964,"43%-49%","No","Not Hispanic or Latino","Black or African American","Male",6.05208916892442,"FHA","Refinancing",6.55819780281227,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6928","Loan denied",4.21950770517611,"43%-49%","No","Not Hispanic or Latino","Black or African American","Female",4.97673374242057,"FHA","Home purchase",5.04342511691925,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6929","Loan denied",4.91265488573605,"36%-42%","No","Not Hispanic or Latino","White","Female",6.07534603108868,"Conventional","Home purchase",6.30078579466324,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6930","Loan denied",5.17048399503815,"36%-42%","No","Unknwon","Other","Male",5.37063802812766,"Conventional","Home purchase",5.41610040220442,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6931","Loan denied",5.25227342804663,"50%-60%","No","Not Hispanic or Latino","Black or African American","Female",6.4377516497364,"FHA","Home purchase",6.45362499889269,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6932","Loan denied",4.49980967033027,"36%-42%","No","Not Hispanic or Latino","Black or African American","Female",5.89989735358249,"FHA","Cash-out",6.07534603108868,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6933","Loan denied",4.49980967033027,"50%-60%","No","Unknwon","Other","Unknown",6.18414889093748,"Conventional","Home purchase",6.26339826259162,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6934","Loan denied",4.93447393313069,"36%-42%","No","Not Hispanic or Latino","Black or African American","Male",4.74493212836325,"Conventional","Cash-out",7.09423484592476,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","No"
"6935","Loan denied",4.93447393313069,"43%-49%","No","Not Hispanic or Latino","Black or African American","Male",6.28226674689601,"Conventional","Home purchase",6.57228254269401,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6936","Loan denied",5.39362754635236,"36%-42%","No","Not Hispanic or Latino","Asian","Female",6.57228254269401,"FHA","Home purchase",6.77422388635761,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6937","Loan denied",5.06259503302697,"20%-29%","Yes","Not Hispanic or Latino","Black or African American","Female",6.16331480403464,"Conventional","Cash-out",6.66568371778241,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6938","Loan denied",5.06259503302697,"30%-35%","No","Unknwon","Other","Unknown",6.26339826259162,"FHA","Cash-out",6.48463523563525,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6939","Loan denied",5.28320372873799,">60%","No","Not Hispanic or Latino","Black or African American","Female",6.88243747099785,"Conventional","Home purchase",7.17395831975679,"Investment property","C","Preapproval not requested","Secured by a first lien","No"
"6940","Loan denied",5.52545293913178,"20%-29%","No","Not Hispanic or Latino","Black or African American","Male",5.89989735358249,"Conventional","Cash-out",6.31896811374643,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
